2024-8-20_20:28:37.752843,-nan,-nan,-nan,-nan,1724156917.7528,-nan,-nan,-nan
2024-8-20_20:28:37.772855,-nan,-nan,-nan,-nan,1724156917.7729,-nan,-nan,-nan
2024-8-20_20:28:37.793062,-nan,-nan,-nan,-nan,1724156917.7931,-nan,-nan,-nan
2024-8-20_20:28:37.812625,-nan,-nan,-nan,-nan,1724156917.8126,-nan,-nan,-nan
2024-8-20_20:28:37.832400,-nan,-nan,-nan,-nan,1724156917.8324,-nan,-nan,-nan
2024-8-20_20:28:37.852302,-nan,-nan,-nan,-nan,1724156917.8523,-nan,-nan,-nan
2024-8-20_20:28:37.872376,-nan,-nan,-nan,-nan,1724156917.8724,-nan,-nan,-nan
2024-8-20_20:28:37.892405,-nan,-nan,-nan,-nan,1724156917.8924,-nan,-nan,-nan
2024-8-20_20:28:37.912436,-nan,-nan,-nan,-nan,1724156917.9124,-nan,-nan,-nan
2024-8-20_20:28:37.932473,-nan,-nan,-nan,-nan,1724156917.9325,-nan,-nan,-nan
2024-8-20_20:28:37.952260,-nan,-nan,-nan,-nan,1724156917.9523,-nan,-nan,-nan
2024-8-20_20:28:37.972240,-nan,-nan,-nan,-nan,1724156917.9722,-nan,-nan,-nan
2024-8-20_20:28:37.992308,-nan,-nan,-nan,-nan,1724156917.9923,-nan,-nan,-nan
2024-8-20_20:28:38.012320,-nan,-nan,-nan,-nan,1724156918.0123,-nan,-nan,-nan
2024-8-20_20:28:38.032297,-nan,-nan,-nan,-nan,1724156918.0323,-nan,-nan,-nan
2024-8-20_20:28:38.052290,-nan,-nan,-nan,-nan,1724156918.0523,-nan,-nan,-nan
2024-8-20_20:28:38.072374,-nan,-nan,-nan,-nan,1724156918.0724,-nan,-nan,-nan
2024-8-20_20:28:38.092435,-nan,-nan,-nan,-nan,1724156918.0924,-nan,-nan,-nan
2024-8-20_20:28:38.112360,-nan,-nan,-nan,-nan,1724156918.1124,-nan,-nan,-nan
2024-8-20_20:28:38.132493,-nan,-nan,-nan,-nan,1724156918.1325,-nan,-nan,-nan
2024-8-20_20:28:38.152416,-nan,-nan,-nan,-nan,1724156918.1524,-nan,-nan,-nan
2024-8-20_20:28:38.172441,-nan,-nan,-nan,-nan,1724156918.1724,-nan,-nan,-nan
2024-8-20_20:28:38.192499,-nan,-nan,-nan,-nan,1724156918.1925,-nan,-nan,-nan
2024-8-20_20:28:38.212513,-nan,-nan,-nan,-nan,1724156918.2125,-nan,-nan,-nan
2024-8-20_20:28:38.232482,-nan,-nan,-nan,-nan,1724156918.2325,-nan,-nan,-nan
2024-8-20_20:28:38.252442,-nan,-nan,-nan,-nan,1724156918.2524,-nan,-nan,-nan
2024-8-20_20:28:38.272396,-nan,-nan,-nan,-nan,1724156918.2724,-nan,-nan,-nan
2024-8-20_20:28:38.292407,-nan,-nan,-nan,-nan,1724156918.2924,-nan,-nan,-nan
2024-8-20_20:28:38.312434,-nan,-nan,-nan,-nan,1724156918.3124,-nan,-nan,-nan
2024-8-20_20:28:38.332334,-nan,-nan,-nan,-nan,1724156918.3323,-nan,-nan,-nan
2024-8-20_20:28:38.352228,-nan,-nan,-nan,-nan,1724156918.3522,-nan,-nan,-nan
2024-8-20_20:28:38.372332,-nan,-nan,-nan,-nan,1724156918.3723,-nan,-nan,-nan
2024-8-20_20:28:38.392237,-nan,-nan,-nan,-nan,1724156918.3922,-nan,-nan,-nan
2024-8-20_20:28:38.412272,-nan,-nan,-nan,-nan,1724156918.4123,-nan,-nan,-nan
2024-8-20_20:28:38.432355,-nan,-nan,-nan,-nan,1724156918.4324,-nan,-nan,-nan
2024-8-20_20:28:38.452372,-nan,-nan,-nan,-nan,1724156918.4524,-nan,-nan,-nan
2024-8-20_20:28:38.472321,-nan,-nan,-nan,-nan,1724156918.4723,-nan,-nan,-nan
2024-8-20_20:28:38.492310,-nan,-nan,-nan,-nan,1724156918.4923,-nan,-nan,-nan
2024-8-20_20:28:38.512342,-nan,-nan,-nan,-nan,1724156918.5123,-nan,-nan,-nan
2024-8-20_20:28:38.532369,-nan,-nan,-nan,-nan,1724156918.5324,-nan,-nan,-nan
2024-8-20_20:28:38.552311,-nan,-nan,-nan,-nan,1724156918.5523,-nan,-nan,-nan
2024-8-20_20:28:38.572349,-nan,-nan,-nan,-nan,1724156918.5723,-nan,-nan,-nan
2024-8-20_20:28:38.592703,-nan,-nan,-nan,-nan,1724156918.5927,-nan,-nan,-nan
2024-8-20_20:28:38.612955,-nan,-nan,-nan,-nan,1724156918.6130,-nan,-nan,-nan
2024-8-20_20:28:38.632460,-nan,-nan,-nan,-nan,1724156918.6325,-nan,-nan,-nan
2024-8-20_20:28:38.652285,-nan,-nan,-nan,-nan,1724156918.6523,-nan,-nan,-nan
2024-8-20_20:28:38.672266,-nan,-nan,-nan,-nan,1724156918.6723,-nan,-nan,-nan
2024-8-20_20:28:38.692321,-nan,-nan,-nan,-nan,1724156918.6923,-nan,-nan,-nan
2024-8-20_20:28:38.712509,-nan,-nan,-nan,-nan,1724156918.7125,-nan,-nan,-nan
2024-8-20_20:28:38.732401,-nan,-nan,-nan,-nan,1724156918.7324,-nan,-nan,-nan
2024-8-20_20:28:38.752436,-nan,-nan,-nan,-nan,1724156918.7524,-nan,-nan,-nan
2024-8-20_20:28:38.772428,-nan,-nan,-nan,-nan,1724156918.7724,-nan,-nan,-nan
2024-8-20_20:28:38.792461,-nan,-nan,-nan,-nan,1724156918.7925,-nan,-nan,-nan
2024-8-20_20:28:38.812417,-nan,-nan,-nan,-nan,1724156918.8124,-nan,-nan,-nan
2024-8-20_20:28:38.832395,-nan,-nan,-nan,-nan,1724156918.8324,-nan,-nan,-nan
2024-8-20_20:28:38.852365,-nan,-nan,-nan,-nan,1724156918.8524,-nan,-nan,-nan
2024-8-20_20:28:38.872260,-nan,-nan,-nan,-nan,1724156918.8723,-nan,-nan,-nan
2024-8-20_20:28:38.892390,-nan,-nan,-nan,-nan,1724156918.8924,-nan,-nan,-nan
2024-8-20_20:28:38.912480,-nan,-nan,-nan,-nan,1724156918.9125,-nan,-nan,-nan
2024-8-20_20:28:38.932481,-nan,-nan,-nan,-nan,1724156918.9325,-nan,-nan,-nan
2024-8-20_20:28:38.952423,-nan,-nan,-nan,-nan,1724156918.9524,-nan,-nan,-nan
2024-8-20_20:28:38.972378,-nan,-nan,-nan,-nan,1724156918.9724,-nan,-nan,-nan
2024-8-20_20:28:38.992882,-nan,-nan,-nan,-nan,1724156918.9929,-nan,-nan,-nan
2024-8-20_20:28:39.012834,-nan,-nan,-nan,-nan,1724156919.0128,-nan,-nan,-nan
2024-8-20_20:28:39.032631,-nan,-nan,-nan,-nan,1724156919.0326,-nan,-nan,-nan
2024-8-20_20:28:39.052284,-nan,-nan,-nan,-nan,1724156919.0523,-nan,-nan,-nan
2024-8-20_20:28:39.072221,-nan,-nan,-nan,-nan,1724156919.0722,-nan,-nan,-nan
2024-8-20_20:28:39.092250,-nan,-nan,-nan,-nan,1724156919.0923,-nan,-nan,-nan
2024-8-20_20:28:39.112293,-nan,-nan,-nan,-nan,1724156919.1123,-nan,-nan,-nan
2024-8-20_20:28:39.132302,-nan,-nan,-nan,-nan,1724156919.1323,-nan,-nan,-nan
2024-8-20_20:28:39.152288,-nan,-nan,-nan,-nan,1724156919.1523,-nan,-nan,-nan
2024-8-20_20:28:39.172421,-nan,-nan,-nan,-nan,1724156919.1724,-nan,-nan,-nan
2024-8-20_20:28:39.192333,-nan,-nan,-nan,-nan,1724156919.1923,-nan,-nan,-nan
2024-8-20_20:28:39.212397,-nan,-nan,-nan,-nan,1724156919.2124,-nan,-nan,-nan
2024-8-20_20:28:39.232419,-nan,-nan,-nan,-nan,1724156919.2324,-nan,-nan,-nan
2024-8-20_20:28:39.252417,-nan,-nan,-nan,-nan,1724156919.2524,-nan,-nan,-nan
2024-8-20_20:28:39.272379,-nan,-nan,-nan,-nan,1724156919.2724,-nan,-nan,-nan
2024-8-20_20:28:39.292434,-nan,-nan,-nan,-nan,1724156919.2924,-nan,-nan,-nan
2024-8-20_20:28:39.312513,-nan,-nan,-nan,-nan,1724156919.3125,-nan,-nan,-nan
2024-8-20_20:28:39.332527,-nan,-nan,-nan,-nan,1724156919.3325,-nan,-nan,-nan
2024-8-20_20:28:39.352384,-nan,-nan,-nan,-nan,1724156919.3524,-nan,-nan,-nan
2024-8-20_20:28:39.372297,-nan,-nan,-nan,-nan,1724156919.3723,-nan,-nan,-nan
2024-8-20_20:28:39.392447,-nan,-nan,-nan,-nan,1724156919.3924,-nan,-nan,-nan
2024-8-20_20:28:39.412725,-nan,-nan,-nan,-nan,1724156919.4127,-nan,-nan,-nan
2024-8-20_20:28:39.432739,-nan,-nan,-nan,-nan,1724156919.4327,-nan,-nan,-nan
2024-8-20_20:28:39.452450,-nan,-nan,-nan,-nan,1724156919.4525,-nan,-nan,-nan
2024-8-20_20:28:39.472266,-nan,-nan,-nan,-nan,1724156919.4723,-nan,-nan,-nan
2024-8-20_20:28:39.492266,-nan,-nan,-nan,-nan,1724156919.4923,-nan,-nan,-nan
2024-8-20_20:28:39.512285,-nan,-nan,-nan,-nan,1724156919.5123,-nan,-nan,-nan
2024-8-20_20:28:39.532339,-nan,-nan,-nan,-nan,1724156919.5323,-nan,-nan,-nan
2024-8-20_20:28:39.552364,-nan,-nan,-nan,-nan,1724156919.5524,-nan,-nan,-nan
2024-8-20_20:28:39.572434,-nan,-nan,-nan,-nan,1724156919.5724,-nan,-nan,-nan
2024-8-20_20:28:39.592506,-nan,-nan,-nan,-nan,1724156919.5925,-nan,-nan,-nan
2024-8-20_20:28:39.612519,-nan,-nan,-nan,-nan,1724156919.6125,-nan,-nan,-nan
2024-8-20_20:28:39.632462,-nan,-nan,-nan,-nan,1724156919.6325,-nan,-nan,-nan
2024-8-20_20:28:39.652405,-nan,-nan,-nan,-nan,1724156919.6524,-nan,-nan,-nan
2024-8-20_20:28:39.672425,-nan,-nan,-nan,-nan,1724156919.6724,-nan,-nan,-nan
2024-8-20_20:28:39.692461,-nan,-nan,-nan,-nan,1724156919.6925,-nan,-nan,-nan
2024-8-20_20:28:39.712481,-nan,-nan,-nan,-nan,1724156919.7125,-nan,-nan,-nan
2024-8-20_20:28:39.732406,-nan,-nan,-nan,-nan,1724156919.7324,-nan,-nan,-nan
2024-8-20_20:28:39.752325,-nan,-nan,-nan,-nan,1724156919.7523,-nan,-nan,-nan
2024-8-20_20:28:39.772245,-nan,-nan,-nan,-nan,1724156919.7722,-nan,-nan,-nan
2024-8-20_20:28:39.792366,-nan,-nan,-nan,-nan,1724156919.7924,-nan,-nan,-nan
2024-8-20_20:28:39.812470,-nan,-nan,-nan,-nan,1724156919.8125,-nan,-nan,-nan
2024-8-20_20:28:39.832453,-nan,-nan,-nan,-nan,1724156919.8325,-nan,-nan,-nan
2024-8-20_20:28:39.852428,-nan,-nan,-nan,-nan,1724156919.8524,-nan,-nan,-nan
2024-8-20_20:28:39.872285,-nan,-nan,-nan,-nan,1724156919.8723,-nan,-nan,-nan
2024-8-20_20:28:39.892347,-nan,-nan,-nan,-nan,1724156919.8923,-nan,-nan,-nan
2024-8-20_20:28:39.912319,-nan,-nan,-nan,-nan,1724156919.9123,-nan,-nan,-nan
2024-8-20_20:28:39.932332,-nan,-nan,-nan,-nan,1724156919.9323,-nan,-nan,-nan
2024-8-20_20:28:39.952347,-nan,-nan,-nan,-nan,1724156919.9523,-nan,-nan,-nan
2024-8-20_20:28:39.972532,-nan,-nan,-nan,-nan,1724156919.9725,-nan,-nan,-nan
2024-8-20_20:28:39.993040,-nan,-nan,-nan,-nan,1724156919.9930,-nan,-nan,-nan
2024-8-20_20:28:40.012638,-nan,-nan,-nan,-nan,1724156920.0126,-nan,-nan,-nan
2024-8-20_20:28:40.032302,-nan,-nan,-nan,-nan,1724156920.0323,-nan,-nan,-nan
2024-8-20_20:28:40.052278,-nan,-nan,-nan,-nan,1724156920.0523,-nan,-nan,-nan
2024-8-20_20:28:40.072280,-nan,-nan,-nan,-nan,1724156920.0723,-nan,-nan,-nan
2024-8-20_20:28:40.092298,-nan,-nan,-nan,-nan,1724156920.0923,-nan,-nan,-nan
2024-8-20_20:28:40.112439,-nan,-nan,-nan,-nan,1724156920.1124,-nan,-nan,-nan
2024-8-20_20:28:40.132472,-nan,-nan,-nan,-nan,1724156920.1325,-nan,-nan,-nan
2024-8-20_20:28:40.152452,-nan,-nan,-nan,-nan,1724156920.1525,-nan,-nan,-nan
2024-8-20_20:28:40.172289,-nan,-nan,-nan,-nan,1724156920.1723,-nan,-nan,-nan
2024-8-20_20:28:40.192278,-nan,-nan,-nan,-nan,1724156920.1923,-nan,-nan,-nan
2024-8-20_20:28:40.212421,-nan,-nan,-nan,-nan,1724156920.2124,-nan,-nan,-nan
2024-8-20_20:28:40.232426,-nan,-nan,-nan,-nan,1724156920.2324,-nan,-nan,-nan
2024-8-20_20:28:40.252419,-nan,-nan,-nan,-nan,1724156920.2524,-nan,-nan,-nan
2024-8-20_20:28:40.272450,-nan,-nan,-nan,-nan,1724156920.2724,-nan,-nan,-nan
2024-8-20_20:28:40.292430,-nan,-nan,-nan,-nan,1724156920.2924,-nan,-nan,-nan
2024-8-20_20:28:40.312482,-nan,-nan,-nan,-nan,1724156920.3125,-nan,-nan,-nan
2024-8-20_20:28:40.332382,-nan,-nan,-nan,-nan,1724156920.3324,-nan,-nan,-nan
2024-8-20_20:28:40.352445,-nan,-nan,-nan,-nan,1724156920.3524,-nan,-nan,-nan
2024-8-20_20:28:40.372333,-nan,-nan,-nan,-nan,1724156920.3723,-nan,-nan,-nan
2024-8-20_20:28:40.392475,-nan,-nan,-nan,-nan,1724156920.3925,-nan,-nan,-nan
2024-8-20_20:28:40.412754,-nan,-nan,-nan,-nan,1724156920.4128,-nan,-nan,-nan
2024-8-20_20:28:40.432459,-nan,-nan,-nan,-nan,1724156920.4325,-nan,-nan,-nan
2024-8-20_20:28:40.452360,-nan,-nan,-nan,-nan,1724156920.4524,-nan,-nan,-nan
2024-8-20_20:28:40.472235,-nan,-nan,-nan,-nan,1724156920.4722,-nan,-nan,-nan
2024-8-20_20:28:40.492260,-nan,-nan,-nan,-nan,1724156920.4923,-nan,-nan,-nan
2024-8-20_20:28:40.512264,-nan,-nan,-nan,-nan,1724156920.5123,-nan,-nan,-nan
2024-8-20_20:28:40.532382,-nan,-nan,-nan,-nan,1724156920.5324,-nan,-nan,-nan
2024-8-20_20:28:40.552343,-nan,-nan,-nan,-nan,1724156920.5523,-nan,-nan,-nan
2024-8-20_20:28:40.572389,-nan,-nan,-nan,-nan,1724156920.5724,-nan,-nan,-nan
2024-8-20_20:28:40.592337,-nan,-nan,-nan,-nan,1724156920.5923,-nan,-nan,-nan
2024-8-20_20:28:40.612420,-nan,-nan,-nan,-nan,1724156920.6124,-nan,-nan,-nan
2024-8-20_20:28:40.632397,-nan,-nan,-nan,-nan,1724156920.6324,-nan,-nan,-nan
2024-8-20_20:28:40.652347,-nan,-nan,-nan,-nan,1724156920.6523,-nan,-nan,-nan
2024-8-20_20:28:40.672444,-nan,-nan,-nan,-nan,1724156920.6724,-nan,-nan,-nan
2024-8-20_20:28:40.692776,-nan,-nan,-nan,-nan,1724156920.6928,-nan,-nan,-nan
2024-8-20_20:28:40.712393,-nan,-nan,-nan,-nan,1724156920.7124,-nan,-nan,-nan
2024-8-20_20:28:40.732460,-nan,-nan,-nan,-nan,1724156920.7325,-nan,-nan,-nan
2024-8-20_20:28:40.752312,-nan,-nan,-nan,-nan,1724156920.7523,-nan,-nan,-nan
2024-8-20_20:28:40.772351,-nan,-nan,-nan,-nan,1724156920.7724,-nan,-nan,-nan
2024-8-20_20:28:40.792411,-nan,-nan,-nan,-nan,1724156920.7924,-nan,-nan,-nan
2024-8-20_20:28:40.812588,-nan,-nan,-nan,-nan,1724156920.8126,-nan,-nan,-nan
2024-8-20_20:28:40.832432,-nan,-nan,-nan,-nan,1724156920.8324,-nan,-nan,-nan
2024-8-20_20:28:40.852329,-nan,-nan,-nan,-nan,1724156920.8523,-nan,-nan,-nan
2024-8-20_20:28:40.872200,-nan,-nan,-nan,-nan,1724156920.8722,-nan,-nan,-nan
2024-8-20_20:28:40.892262,-nan,-nan,-nan,-nan,1724156920.8923,-nan,-nan,-nan
2024-8-20_20:28:40.912269,-nan,-nan,-nan,-nan,1724156920.9123,-nan,-nan,-nan
2024-8-20_20:28:40.932290,-nan,-nan,-nan,-nan,1724156920.9323,-nan,-nan,-nan
2024-8-20_20:28:40.952901,-nan,-nan,-nan,-nan,1724156920.9529,-nan,-nan,-nan
2024-8-20_20:28:40.972929,-nan,-nan,-nan,-nan,1724156920.9729,-nan,-nan,-nan
2024-8-20_20:28:40.992586,-nan,-nan,-nan,-nan,1724156920.9926,-nan,-nan,-nan
2024-8-20_20:28:41.012312,-nan,-nan,-nan,-nan,1724156921.0123,-nan,-nan,-nan
2024-8-20_20:28:41.032261,-nan,-nan,-nan,-nan,1724156921.0323,-nan,-nan,-nan
2024-8-20_20:28:41.052262,-nan,-nan,-nan,-nan,1724156921.0523,-nan,-nan,-nan
2024-8-20_20:28:41.072281,-nan,-nan,-nan,-nan,1724156921.0723,-nan,-nan,-nan
2024-8-20_20:28:41.092418,-nan,-nan,-nan,-nan,1724156921.0924,-nan,-nan,-nan
2024-8-20_20:28:41.112651,-nan,-nan,-nan,-nan,1724156921.1127,-nan,-nan,-nan
2024-8-20_20:28:41.132460,-nan,-nan,-nan,-nan,1724156921.1325,-nan,-nan,-nan
2024-8-20_20:28:41.152313,-nan,-nan,-nan,-nan,1724156921.1523,-nan,-nan,-nan
2024-8-20_20:28:41.172281,-nan,-nan,-nan,-nan,1724156921.1723,-nan,-nan,-nan
2024-8-20_20:28:41.192368,-nan,-nan,-nan,-nan,1724156921.1924,-nan,-nan,-nan
2024-8-20_20:28:41.212343,-nan,-nan,-nan,-nan,1724156921.2123,-nan,-nan,-nan
2024-8-20_20:28:41.232395,-nan,-nan,-nan,-nan,1724156921.2324,-nan,-nan,-nan
2024-8-20_20:28:41.252359,-nan,-nan,-nan,-nan,1724156921.2524,-nan,-nan,-nan
2024-8-20_20:28:51.496650,-nan,-nan,-nan,-nan,1724156931.4966,-nan,-nan,-nan
2024-8-20_20:28:51.512407,-nan,-nan,-nan,-nan,1724156931.5124,-nan,-nan,-nan
2024-8-20_20:28:51.532263,-nan,-nan,-nan,-nan,1724156931.5323,-nan,-nan,-nan
2024-8-20_20:28:51.552295,-nan,-nan,-nan,-nan,1724156931.5523,-nan,-nan,-nan
2024-8-20_20:28:51.572224,-nan,-nan,-nan,-nan,1724156931.5722,-nan,-nan,-nan
2024-8-20_20:28:51.592321,-nan,-nan,-nan,-nan,1724156931.5923,-nan,-nan,-nan
2024-8-20_20:28:51.612478,-nan,-nan,-nan,-nan,1724156931.6125,-nan,-nan,-nan
2024-8-20_20:28:51.632506,-nan,-nan,-nan,-nan,1724156931.6325,-nan,-nan,-nan
2024-8-20_20:28:51.652328,-nan,-nan,-nan,-nan,1724156931.6523,-nan,-nan,-nan
2024-8-20_20:28:51.672264,-nan,-nan,-nan,-nan,1724156931.6723,-nan,-nan,-nan
2024-8-20_20:28:51.692250,-nan,-nan,-nan,-nan,1724156931.6923,-nan,-nan,-nan
